timestamp,ticker,open,high,low,close,volume,return_5m,return_30m,return_1h,volatility_1h,rsi_14,macd,macd_signal,macd_hist,ema_12,ema_26,rel_volume,sentiment_score,reputable_mentions,politician_trades,insider_activity_score,earnings_sentiment,google_trend_score,target_5m_return,target_up_bin
2025-07-15 08:00:00+00:00,META,723.4,723.4,723.0,723.0,2796.0,,,,,,0.0,0.0,0.0,723.0,723.0,,0.0,0,0.0,0.0,0.0,,0.0003459010722932643,0
2025-07-15 08:05:00+00:00,META,722.75,722.75,722.75,722.75,421.0,-0.0003457814661134151,,,,,-0.019943019943070794,-0.003988603988614159,-0.015954415954456635,722.9615384615385,722.9814814814815,,0.0,0,0.0,0.0,0.0,,-0.0003043003167489955,0
2025-07-15 08:10:00+00:00,META,723.07,723.07,722.64,722.97,1889.0,0.00030439294361817026,,,,,-0.017790764685400973,-0.006749036127971522,-0.01104172855742945,722.9628402366864,722.9806310013718,,0.0,0,0.0,0.0,0.0,,-0.00047006124621518097,0
2025-07-15 08:15:00+00:00,META,723.18,723.31,723.18,723.31,2429.0,0.0004702823077027407,,,,,0.011220726068472686,-0.0031550836886826807,0.014375809757155366,723.0162494310423,723.0050287049738,,0.0,0,0.0,0.0,0.0,,-0.0007874233298337252,0
2025-07-15 08:20:00+00:00,META,723.88,723.88,723.88,723.88,456.0,0.0007880438539493717,,,,,0.0792927404644388,0.013334481141941615,0.06595825932249717,723.1491341339588,723.0698413934944,,0.0,0,0.0,0.0,0.0,,0.00011052777010234216,0
2025-07-15 08:30:00+00:00,META,723.8,723.8,723.8,723.8,352.0,-0.00011051555506447208,,,,,0.12534012792048088,0.03573561049764947,0.0896045174228314,723.249267344119,723.1239272161985,,0.0,0,0.0,0.0,0.0,,-0.0009661835748793202,0
2025-07-15 08:40:00+00:00,META,724.07,724.5,724.07,724.5,1733.0,0.0009671179883945502,0.0020746887966804906,,,,0.21582921919889486,0.07175433223789855,0.1440748869609963,723.441687752716,723.2258585335171,,0.0,0,0.0,0.0,0.0,,-0.0005793742757821407,0
2025-07-15 08:45:00+00:00,META,724.92,724.92,724.92,724.92,824.0,0.0005797101449274145,0.0030024213075059425,,,,0.3177699121470141,0.12095744821972168,0.19681246392729243,723.6691204061443,723.3513504939973,,0.0,0,0.0,0.0,0.0,,0.0007178354500276818,1
2025-07-15 08:50:00+00:00,META,724.4,724.4,724.4,724.4,567.0,-0.000717320531920751,0.001977952058868304,,0.0005835928095800935,,0.35253518540105233,0.16727299565598783,0.1852621897450645,723.7815634205837,723.4290282351826,,0.0,0,0.0,0.0,0.0,,0.00013806433798158046,0
2025-07-15 09:00:00+00:00,META,724.3,724.3,724.3,724.3,286.0,-0.0001380452788515285,0.001368707746332909,,0.0005604065688413726,,0.36777823213390093,0.20737404295157047,0.16040418918233046,723.86132289434,723.4935446622061,,0.0,0,0.0,0.0,0.0,,0.0001518938400142389,0
2025-07-15 09:15:00+00:00,META,724.19,724.19,724.19,724.19,406.0,-0.00015187077177947206,0.0004282477758745795,,0.0005399307653014166,,0.36675465641587834,0.23925016564443208,0.12750449077144627,723.9118886029031,723.5451339464872,,0.0,0,0.0,0.0,0.0,,-4.142387672245729e-05,0
2025-07-15 09:20:00+00:00,META,724.22,724.22,724.22,724.22,750.0,4.1425592731236804e-05,0.0005802707930369078,,0.0005135679171301079,,0.3641663317774828,0.26423339887104225,0.09993293290644056,723.9592903563026,723.5951240245251,,0.0,0,0.0,0.0,0.0,,-0.0006761325219742931,0
2025-07-15 09:25:00+00:00,META,724.42,724.71,724.42,724.71,1676.0,0.0006765899864682456,0.0002898550724639293,0.002365145228215848,0.0005124303721745808,,0.3970767175247829,0.2908020626017904,0.10627465492299248,724.0747841476407,723.6777074301159,,0.0,0,0.0,0.0,0.0,,-0.00013796719140179992,0
2025-07-15 09:30:00+00:00,META,725.0,725.0,724.81,724.81,2542.0,0.00013798622897431834,-0.00015174088175251566,0.0028502248356969684,0.00048409237480368265,,0.42631332496182495,0.31790431507379735,0.1084090098880276,724.1878942787729,723.7615809538111,,0.0,0,0.0,0.0,0.0,,-0.00012415505586982345,0
2025-07-15 09:45:00+00:00,META,724.92,724.92,724.87,724.9,1655.0,0.00012417047226165323,0.0006902263942574205,0.0026695436878432233,0.0004846175403015491,,0.45154071454965106,0.3446315949689681,0.10690911958068294,724.2974490051155,723.8459082905658,,0.0,0,0.0,0.0,0.0,,-0.00012413964330548755,0
